Category,Subcategory,Item Number,Net Price,Description,Accessories,LifeView,Dual Disposition,Top,Finish,Oversize,Exterior Width,Exterior Length,Interior Width,Weight
Urns & Keepsakes - Full Size Urns,Memento Chests,285980,177.48,"Riley Memento® Chest",1,,,,,,8.88,10.25,,7
Urns & Keepsakes - Full Size Urns,Memento Chests,285979,177.48,"Bailey Memento® Chest",1,,,,,,8.88,10.25,,7
Urns & Keepsakes - Full Size Urns,Ceramic,284192,331.55,"Celestial Nightfall",,,,,,,6.00,6.00,,3
Urns & Keepsakes - Full Size Urns,Ceramic,284188,331.55,"Celestial Moonlit",,,,,,,6.00,6.00,,3
Urns & Keepsakes - Full Size Urns,Ceramic,284194,258.10,"Longworth Arcadia",,,,,,,9.00,5.50,,4
Urns & Keepsakes - Full Size Urns,Ceramic,284198,258.10,"Longworth Angel Falls",,,,,,,9.00,5.50,,4
Urns & Keepsakes - Full Size Urns,Ceramic,284190,202.42,"Celestial Eventide",,,,,,,6.00,6.00,,3
Urns & Keepsakes - Full Size Urns,Ceramic,287510,202.42,"Celestial Daybreak",,,,,,,6.00,6.00,,3
Urns & Keepsakes - Full Size Urns,Ceramic,287514,156.60,"Adams Willow",,,,,,,9.50,9.50,,4
Urns & Keepsakes - Full Size Urns,Ceramic,287512,156.60,"Adams Linen",,,,,,,9.50,9.50,,4
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,270107,297.35,"Midnight Swirl Cloisonne",,,,,,,6.13,6.13,,2
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,270113,297.35,"Red Rosette Cloisonne",,,,,,,6.13,6.13,,2
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,287493,294.64,"Crimson Harvest Cloisonne Urn",,,,,,,7.25,7.25,,4
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,287491,294.64,"Night Sky Cloisonne Urn",,,,,,,7.25,7.25,,4
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,272051,181.54,"Ivory Pearl Cloisonne",,,,,,,8.38,8.38,,2
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,270109,181.54,"Blue Butterfly Cloisonne",,,,,,,8.38,8.38,,2
Urns & Keepsakes - Full Size Urns,Cloisonne Classic,270115,181.54,"Melrose Pink Cloisonne",,,,,,,8.00,8.00,,2
Urns & Keepsakes - Full Size Urns,Metal,284114,236.55,"Smithton Burgundy",,,,,,,8.50,8.50,,4
Urns & Keepsakes - Full Size Urns,Metal,284115,236.55,"Smithton Pewter",,,,,,,8.50,8.50,,4
Urns & Keepsakes - Full Size Urns,Metal,284116,236.55,"Smithton Bronze",,,,,,,8.50,8.50,,4
Urns & Keepsakes - Full Size Urns,Metal,285959,195.46,"Aberdeen Dark Bronze Urn",,,,,,,6.50,8.90,,11
Urns & Keepsakes - Full Size Urns,Metal,285957,195.46,"Westfield Antique Copper Urn",,,,,,,6.50,8.90,,11
Urns & Keepsakes - Full Size Urns,Metal,285961,177.48,"Glencoe Bronze Urn",,,,,,,7.20,7.20,,11
Urns & Keepsakes - Full Size Urns,Metal,285963,177.48,"Hawthorne Pewter Urn",,,,,,,7.50,7.50,,7
Urns & Keepsakes - Full Size Urns,Metal,285971,156.60,"Cresthaven Pink Urn",1,,,,,,6.50,6.50,,4
Urns & Keepsakes - Full Size Urns,Metal,285975,156.60,"Cresthaven Ivory Urn",1,,,,,,6.50,6.50,,4
Urns & Keepsakes - Full Size Urns,Metal,285977,156.60,"Cresthaven Lavender Urn",1,,,,,,6.50,6.50,,4
Urns & Keepsakes - Full Size Urns,Metal,285973,156.60,"Cresthaven Black Urn",1,,,,,,6.50,6.50,,4
Urns & Keepsakes - Full Size Urns,Metal,285969,156.60,"Cresthaven Blue Urn",1,,,,,,6.50,6.50,,4
Urns & Keepsakes - Full Size Urns,Metal,282866,153.12,"Cooper Burnished Gold Urn",,,,,,,7.00,7.00,,3
Urns & Keepsakes - Full Size Urns,Metal,282868,153.12,"Cooper Charcoal Urn",,,,,,,7.00,7.00,,3
Urns & Keepsakes - Full Size Urns,Metal,205396,150.80,"Ashen Pewter Urn",,,,,,,6.88,6.88,,5
Urns & Keepsakes - Full Size Urns,Metal,235705,150.80,"Blue Delphia Urn",,,,,,,6.69,6.69,,5
Urns & Keepsakes - Full Size Urns,Metal,235709,150.80,"Crimson Delphia Urn",,,,,,,6.69,6.69,,5
Urns & Keepsakes - Full Size Urns,Metal,205404,150.80,"Chestnut Bronze Urn",,,,,,,6.88,6.88,,6
Urns & Keepsakes - Full Size Urns,Metal,235716,150.80,"Delphia Wings Urn",,,,,,,6.69,6.69,,5
Urns & Keepsakes - Full Size Urns,Metal,284117,128.18,"Aluminum Cylinder-Gold",,,,,,,6.63,6.63,,
Urns & Keepsakes - Full Size Urns,Metal,255707,100.34,"Silver Steel Chest",,,,,,,8.81,5.81,,3
Urns & Keepsakes - Full Size Urns,Metal,215378,100.34,"Sable Steel Chest",,,,,,,8.81,5.81,,3
Urns & Keepsakes - Full Size Urns,Metal,148331,100.34,"Painted Steel Chest",,,,,,,8.81,5.81,,3
Urns & Keepsakes - Full Size Urns,Marble,285782,373.35,"Stonecrest Verde Full Size",,,,,,,8.44,8.44,,12
Urns & Keepsakes - Full Size Urns,Marble,285779,373.35,"Stonecrest Golden Ebony Full Size",,,,,,,8.44,8.44,,12
Urns & Keepsakes - Full Size Urns,Marble,238324,254.04,"Companion Charcoal Black Synthetic Marble Urn",,,,,,,15.00,8.00,,25
Urns & Keepsakes - Full Size Urns,Marble,238323,254.04,"Companion Meadow Green Synthetic Marble Urn",,,,,,,15.00,8.00,,25
Urns & Keepsakes - Full Size Urns,Marble,282596,254.04,"Companion Khaki Synthetic Marble Urn",,,,,,,15.00,8.00,,25
Urns & Keepsakes - Full Size Urns,Marble,282594,254.04,"Companion Navy Synthetic Marble Urn",,,,,,,15.00,8.00,,25
Urns & Keepsakes - Full Size Urns,Marble,282595,254.04,"Companion Alpine WhiteSynthetic Marble Urn",,,,,,,15.00,8.00,,25
Urns & Keepsakes - Full Size Urns,Marble,285776,227.94,"Stonecrest Carrera Full Size",,,,,,,8.44,8.44,,12
Urns & Keepsakes - Full Size Urns,Marble,285780,227.05,"Stonecrest Golden Ebony Vase Keepsake",,,,,,,4.25,4.25,,7
Urns & Keepsakes - Full Size Urns,Marble,285783,227.05,"Stonecrest Verde Vase Keepsake",,,,,,,4.25,4.25,,7
Urns & Keepsakes - Full Size Urns,Marble,100132,212.28,"Cashmere Gray",,,,,,,8.50,8.50,,13
Urns & Keepsakes - Full Size Urns,Marble,285014,212.28,"Verona Beige Full Size Urn",,,,,,,8.50,8.50,,13
Urns & Keepsakes - Full Size Urns,Marble,100131,212.28,"Antique White",,,,,,,8.50,8.50,,13
Urns & Keepsakes - Full Size Urns,Marble,285016,212.28,"Nero Marquina Full Size Urn",,,,,,,8.50,8.50,,13
Urns & Keepsakes - Full Size Urns,Marble,285781,196.65,"Stonecrest Golden Ebony Candle Kpsk",,,,,,,5.00,5.00,,6
Urns & Keepsakes - Full Size Urns,Marble,285784,196.65,"Stonecrest Verde Candle Kpsk",,,,,,,5.00,5.00,,6
Urns & Keepsakes - Full Size Urns,Marble,184607,175.74,"Alpine White Synthetic Marble Urn",,,,,,,9.69,6.75,,11
Urns & Keepsakes - Full Size Urns,Marble,258672,175.74,"Charcoal Niche Marble Urn",,,,,,,5.00,9.50,,12
Urns & Keepsakes - Full Size Urns,Marble,238322,175.74,"Rose Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,282600,175.74,"Violet Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,282597,175.74,"Orchid Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,258671,175.74,"Alpine White Niche Marble Urn",,,,,,,5.00,9.50,,12
Urns & Keepsakes - Full Size Urns,Marble,184608,175.74,"Riverstone Gray Synthetic Marble Urn",,,,,,,9.69,6.75,,12
Urns & Keepsakes - Full Size Urns,Marble,258669,175.74,"Meadow Green Niche Marble Urn",,,,,,,5.00,9.50,,12
Urns & Keepsakes - Full Size Urns,Marble,282598,175.74,"Ocean Blue Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,238320,175.74,"Navy Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,238321,175.74,"Charcoal Black Synthetic Marble Urn",,,,,,,9.69,6.75,,12
Urns & Keepsakes - Full Size Urns,Marble,282599,175.74,"Khaki Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,184606,175.74,"Meadow Green Synthetic Marble Urn",,,,,,,9.69,6.75,,13
Urns & Keepsakes - Full Size Urns,Marble,285017,140.94,"Nero Marquina Niche Urn",,,,,,,5.00,9.25,,15
Urns & Keepsakes - Full Size Urns,Marble,285197,140.94,"Antique White Niche Urn",,,,,,,5.00,9.25,,15
Urns & Keepsakes - Full Size Urns,Marble,285199,140.94,"Verona Beige Niche Urn",,,,,,,5.00,9.25,,15
Urns & Keepsakes - Full Size Urns,Marble,285198,140.94,"Cashmere Gray Niche Urn",,,,,,,5.00,9.25,,15
Urns & Keepsakes - Full Size Urns,Marble,285777,138.62,"Stonecrest Carrera Vase Keepsake",,,,,,,4.25,4.25,,7
Urns & Keepsakes - Full Size Urns,Marble,285778,120.06,"Stonecrest Carrera Candle Kpsk",,,,,,,5.00,5.00,,6
Urns & Keepsakes - Full Size Urns,Other,281664,74.82,"Leather Cylinder Urn",,,,,,,6.63,6.63,,1
Urns & Keepsakes - Full Size Urns,Other,281665,66.70,"Mailer Urn",,,,,,,5.13,6.00,,1
Urns & Keepsakes - Urn Vaults,Urn Vaults,264677,252.30,"Charleston Urn Vault",1,,,,,,20.25,20.25,,17
Urns & Keepsakes - Urn Vaults,Urn Vaults,205557,225.62,"Pebblecove Urn Vault",,,,,,,19.88,16.13,,38
Urns & Keepsakes - Urn Vaults,Urn Vaults,282646,129.00,"NewPointe Eclipse Urn Vault",,,,,,,16.50,12.00,,3
Urns & Keepsakes - Remembrance Keepsakes,Wood,100117,224.46,"Fredericksburg Keepsake",,,,,,,4.63,4.63,,2
Urns & Keepsakes - Remembrance Keepsakes,Wood,100115,204.74,"Jefferson Keepsake",,,,,,,4.25,4.25,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,195163,129.34,"Fredericksburg Miniature Keepsake",,,,,,,1.81,1.81,,0
Urns & Keepsakes - Remembrance Keepsakes,Wood,195161,125.86,"Jefferson Miniature Keepsake",,,,,,,1.75,1.75,,0
Urns & Keepsakes - Remembrance Keepsakes,Wood,272095,102.08,"Solaris Keepsake - New Design",,,,,,,3.75,3.75,,2
Urns & Keepsakes - Remembrance Keepsakes,Wood,255704,101.65,"Kiona Hardwood Keepsake",,,,,,,4.00,6.00,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,255702,101.65,"Mocha Hardwood Keepsake",,,,,,,4.00,6.00,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,287770,88.16,"Alcove Maple Keepsake",,,,,,,5.50,5.50,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,287774,88.16,"Alcove Cherry Keepsake",,,,,,,5.50,5.50,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,287772,88.16,"Alcove Walnut Keepsake",,,,,,,5.50,5.50,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,282920,72.50,"Eco Scattering Keepsake",,,,,,,3.25,3.25,,0
Urns & Keepsakes - Remembrance Keepsakes,Wood,287457,67.28,"Devotion Brown Keepsake",,,,,,,4.00,6.00,,1
Urns & Keepsakes - Remembrance Keepsakes,Wood,282921,62.64,"Eco Scattering Miniature",,,,,,,2.56,2.56,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285910,78.00,"Starlight Patriot Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285907,78.00,"Starlight Ebony Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282829,78.00,"Starlight Pearl Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282813,62.00,"Atlas Ivory Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285898,62.00,"Nebula Silver Claret Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282819,62.00,"Nebula Royal Plum Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285901,62.00,"Nebula Indigo Blue Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285904,62.00,"Atlas Sagebrush Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282810,62.00,"Atlas Onyx Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,287479,49.00,"Columba Pink Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,287467,49.00,"Altair Silver Miniature",,,,,,,1.71,1.71,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,287477,49.00,"Columba Blue Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,287475,49.00,"Altair Gold Miniature",,,,,,,1.71,1.71,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285911,37.00,"Starlight Patriot Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282830,37.00,"Starlight Pearl Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285908,37.00,"Starlight Ebony Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282820,31.00,"Nebula Royal Plum Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282811,31.00,"Atlas Onyx Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285905,31.00,"Atlas Sagebrush Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282814,31.00,"Atlas Ivory Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285899,31.00,"Nebula Silver Claret Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,285902,31.00,"Nebula Indigo Blue Miniature",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282865,26.00,"Ellipse Blue Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282817,26.00,"Comet Meteor Gray Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282823,26.00,"Comet Soft Pink Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282827,26.00,"Tempest Silver Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,NewPointe,282825,26.00,"Tempest Copper Miniature Keepsake",,,,,,,2.00,2.00,,0
Urns & Keepsakes - Remembrance Keepsakes,Biodegradable,240069,183.28,"Leaf Token Biodegradable Pack of 6 Tokens",,,,,,,4.13,4.13,,0
Urns & Keepsakes - Remembrance Keepsakes,Biodegradable,252361,183.28,"Shell Token Biodegradable Pack of 6 Tokens",,,,,,,4.13,4.13,,0
Urns & Keepsakes - Remembrance Keepsakes,Biodegradable,252362,183.28,"Butterfly Token Biodegradable Pack of 6 Tokens",,,,,,,4.13,2.88,,0
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,275358,39.00,"Imaged Medallion Keepsake Acrylic Dome",,,,,,,,,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,259564,32.00,"Lifestories Father/Grandfather, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,273837,32.00,"LifeStories Truck Driver, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,273831,32.00,"LifeStories Mom, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,248388,32.00,"LifeStories Friend, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,273829,32.00,"LifeStories Dad, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,273835,32.00,"LifeStories Grandpa, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,274764,32.00,"LifeStories Mama, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,248389,32.00,"LifeStories Butterfly (In God's Presence),1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243710,32.00,"LifeStories Masonic, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,274763,32.00,"LifeStories Papa, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243708,32.00,"LifeStories Lest We Forget, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,285914,32.00,"Gold Urn Engraving Pendant",,,,,,,0.10,2.23,,0
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,285915,32.00,"Silver Urn Engraving Pendant",,,,,,,0.10,2.23,,0
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,274765,32.00,"LifeStories Abuela, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240195,32.00,"LifeStories May The Work, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,251340,32.00,"LifeStories Daughter, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,251338,32.00,"LifeStories Son, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,274766,32.00,"LifeStories Abuelo, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,275355,32.00,"Imaged Medallion, 1.75 in. Keepsake Blank",,,,,,,,,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243711,32.00,"LifeStories Mother/Grandmother, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,273833,32.00,"LifeStories Grandma, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240199,32.00,"LifeStories Traits, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240200,32.00,"LifeStories Wife, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243712,32.00,"LifeStories Sister, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240186,32.00,"LifeStories In God's Care (Cross), 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240193,32.00,"LifeStories Honor & Courage, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243709,32.00,"LifeStories Lord Is My Shepherd, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240187,32.00,"LifeStories Eagle, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240194,32.00,"LifeStories Husband, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243707,32.00,"LifeStories Going Home, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243713,32.00,"LifeStories Together Forever, 1.75"" Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240188,32.00,"LifeStories Faith, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,243706,32.00,"LifeStories Brother, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,240190,32.00,"LifeStories Footprints, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories Keepsake Medallion,248868,32.00,"LifeStories Faithful Friend, 1.75 in. Keepsake Medallion",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,284191,217.55,"Celestial Nightfall Keepsake",,,,,,,3.75,3.75,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,284187,217.55,"Celestial Moonlit Keepsake",,,,,,,3.75,3.75,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,282870,215.65,"Blossom Linen Vase Keepsake",,,,,,,4.25,4.25,,3
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,282871,215.65,"Blossom Grey Vase Keepsake",,,,,,,4.25,4.25,,3
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,283593,215.65,"Blossom Charcoal Vase Keepsake",,,,,,,4.25,4.25,,3
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,284197,156.02,"Longworth Angel Falls Keepsake",,,,,,,6.50,3.00,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,284193,156.02,"Longworth Arcadia Keepsake",,,,,,,6.50,3.00,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,284189,132.82,"Celestial Eventide Keepsake",,,,,,,3.75,3.75,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,287511,132.82,"Celestial Daybreak Keepsake",,,,,,,3.75,3.75,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,283594,131.66,"Blossom Blue Vase Keepsake",,,,,,,4.25,4.25,,3
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,287518,124.12,"Adams Willow Keepsake",,,,,,,4.50,4.50,,1
Urns & Keepsakes - Remembrance Keepsakes,Ceramic,287513,124.12,"Adams Linen Keepsake",,,,,,,4.50,4.50,,1
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,243627,97.00,"LifeStories Keepsake Medallion Photoframe,Holds 3 Medallions",,,,,,,9.38,9.38,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,243626,97.00,"LifeStories Photochest, Holds 1 4.25 Display Medallion",,,,,,,9.38,7.50,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,184629,82.00,"LifeSymbols Keepsake Plaque, Order In Qty Of 4 Pieces",,,,,,,0.79,10.43,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,243716,54.00,"LifeStories Keepsake Medallion Bezel, 5 Per Box",,,,,,,1.75,1.75,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,240490,46.00,"LifeStories Medallion Case (3), Holds (3) 1.75 Keepsake Med.",,,,,,,3.50,8.00,,
Urns & Keepsakes - Remembrance Keepsakes,LifeStories & LifeSymbols Sets,240489,39.00,"LifeStories Medallion Case (1), Holds One 1.75 Keepsake Med.",,,,,,,3.50,3.50,,
Urns & Keepsakes - Remembrance Keepsakes,Marble,285201,79.46,"Cashmere Gray Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Marble,285018,79.46,"Nero Marquina Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Marble,285200,79.46,"Antique White Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Marble,285015,79.46,"Verona Beige Keepsake",,,,,,,4.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,285960,105.56,"Aberdeen Dark Bronze Keepsake",,,,,,,2.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,285958,105.56,"Westfield Antique Cop Keepsake",,,,,,,2.00,4.00,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,285964,99.18,"Hawthorne Pewt Candle Keepsake",,,,,,,4.20,4.20,,3
Urns & Keepsakes - Remembrance Keepsakes,Metal,285962,99.18,"Glencoe Bronze Candle Keepsake",,,,,,,3.50,3.50,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,235706,98.60,"Blue Delphia Keepsake",,,,,,,4.38,4.38,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,205400,98.60,"Ashen Pewter Keepsake",,,,,,,4.56,4.56,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,205405,98.60,"Chestnut Bronze Keepsake",,,,,,,4.56,4.56,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,235710,98.60,"Crimson Delphia Keepsake",,,,,,,4.38,4.38,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,235717,98.60,"Delphia Wings Keepsake",,,,,,,4.38,4.38,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287521,88.74,"Cresthaven Sky Blue Cndl Kpsk",1,,,,,,4.25,4.25,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287437,88.74,"Roselyn Champagne Bronze Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287522,88.74,"Cresthaven Pink Candle Kpsk",1,,,,,,4.25,4.25,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287445,88.74,"Oakridge Silver Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287441,88.74,"Florance Silver Keepsake",,,,,,,4.50,4.50,,2
Urns & Keepsakes - Remembrance Keepsakes,Metal,287523,88.74,"Cresthaven Ivory Candle Kpsk",1,,,,,,4.25,4.25,,2
